766079	Hayattaki yegâne hedef para kazanmak değildir.	366577	Zarabianie pieniędzy to nie jest jedyny cel życia.
766451	Gece yağmur yağacak zannedildi.	349584	Wieczorem może padać.
815741	Şehirde yaşıyorum.	359195	Mieszkam w mieście.
856613	Hava çok şiddetli soğuk.	1625672	Pogoda bardzo dotkliwie zimna.
862144	Senin iki kitabın var.	531716	Masz dwie książki.
923145	Karşıya geçerken çok dikkâtli olamıyorsun.	923121	Ostrożności nigdy za wiele.
923148	Onlardan biri, birini katil eden kişinin rolünü oynayacak bir aktör.	923123	Jednym z nich jest aktor, który udaje, że kogoś zabija.
923150	Bir adresin var mı?	923124	Zna pan adres docelowy?
923153	Yasa, bu alana herhangi bir gökdelenin inşa edilmesini yasaklıyor.	923125	Nielegalne jest budowanie w tym miejscu wysokościowców.
923155	Mike, uçaklar genelde böyle mi sarsılırlar?	923127	Mike, czy samoloty zwykle drżą w ten sposób?
923156	Mike, uçaklar genellikle böyle mi sarsılırlar?	923127	Mike, czy samoloty zwykle drżą w ten sposób?
923158	Çabuk cevabından şaşırmıştım.	923129	Byłem zdziwiony jej błyskawiczną odpowiedzią.
923159	Onu temsilcimiz olarak seçtik.	923130	Wybraliśmy go na posła.
923161	Gece bir film izlemeye ne dersin?	923132	A może pójdziesz do kina dziś wieczorem?
923162	Seni arıyorum.	923134	Szukam cię.
923164	O gece ay vardı.	923136	Była to księżycowa noc.
923166	Ozon tabakası olmasa, tehlikede oluruz.	923138	Gdyby nie warstwa ozonowa, bylibyśmy w bezpośrednim niebezpieczeństwie.
923168	Zayıflığından onu azarladı.	923141	Krytykował ją za słabość.
923234	Onlar onun dakikliğinden gurur duyuyordu.	901494	Jest dumny ze swojej skrupulatności.
923289	Herkes yeni şeyler yapmaktan korkar.	525509	Każdy boi się robić coś nowego.
923319	Etki küresini büyütmeye çalıştı.	923309	On próbował powiększyć swoją strefę wpływów.
923322	O sır sonsuza dek saklanamaz.	923316	Nie można wiecznie trzymać tego w tajemnicy.
923693	Sydney'in güzel bir doğal limanı vardır.	923215	Sydney ma piękny naturalny port.
923694	Teklifimi çabucak kabul etti.	923214	Chętnie zgodziła się na moją propozycję.
923695	Ya eşcinsel olsam, bu bir suç mu?	923213	A gdybym był gejem, to czy byłoby to przestępstwo?
923699	İnsan, doğaya göre sosyal bir hayvandır.	923208	Człowiek jest z natury istotą społeczną.
923700	Onunla bir yerde buluştuğumuzu hatırlıyorum.	923207	Pamiętam, że gdzieś już go spotkałem.
923701	Uzun zaman önce Kyoto'ya gittim.	923206	Byłem w Kioto dawno temu.
923702	Bu yol sizi müzeye götürecektir.	923205	Idąc tą drogą dojdziemy do muzeum.
923703	Sen, ne zaman onu tanımaya geldin?	923204	Kiedy ją pan poznał?
923704	Bir fincan çay alacaksın, değil mi?	923201	A może filiżankę herbaty?
923705	Tony iyi ve güçlü bir oğlandı.	923199	Tony to dobry, silny chłopak.
923706	Uzun zamandır onu tanıyor musun?	923197	Od dawna pan go zna?
923860	Japonca konuşan herhangi bir doktor tanıyor musun?	440474	Czy jest tu lekarz, który mówi po japońsku?
923992	Geçen ay Londra'daydım.	359369	W zeszłym miesiącu byłem w Londynie.
924358	Bize bir kelime bile söylemedi.	410746	Nic do nas nie powiedział.
924388	Onun doğru olduğunu sanmıştım.	349102	Myślałem, że to prawda.
924663	Onun konuşabildiği kadar iyi Fransızca konuşabiliyorum.	364687	Mówię po francusku nie gorzej od niej.
925117	İyi zamanlama. Ben seni yeni modelin test sürüşüne alacağım.	355237	Świetnie! Dam ci się przejechać nowym modelem.
925767	Stadyum, beyzbol hayranlarıyla dolmuştu.	925765	Stadion był pełen kibiców baseballa.
925769	Burada ders çalış.	925764	Tu się ucz.
925771	Ya sen ya da ben bunu yapmak zorundayız.	925762	Któryś z nas będzie musiał to zrobić.
928245	İngilizce telaffuzumu geliştirmek istiyorum.	350735	Chciałbym poprawić moją wymowę angielską.
928848	Bu hikâyeye inanıyorum.	670414	Wierzę w tę historię.
928854	Müzenin girişi nerede?	382540	Gdzie jest wejście do muzeum?
962621	Dünyanın kaynakları sınırlıdır.	365071	Zasoby Ziemi są ograniczone.
1038955	Tatoeba'nı yeni versiyonu, insanları eklemeye ve onlarda redaksiyon yapmaya olanak sağlayacak!	3168797	Nowa wersja Tatoeba dostarcza możliwość dodawania osób i redagowania tekstu.
1057548	İstasyona vardığında, annesini aradı.	1133366	Po przyjeździe na dworzec zadzwoniła do matki.
1058843	Üç adam vardı.	2665379	Tam było trzech mężczyzn.
1059415	O, İngilizceyi benim kadar iyi konuşur.	1350146	Ona mówi po angielsku tak dobrze jak ja.
1060128	İşte buradasın.	1059868	Tutaj jesteś.
1060131	Sonra ne yapmam gerektiğini bana söyleyecek misin?	1059867	Powiesz mi, co powinienem zrobić dalej?
1060134	Ondan gerçekten hoşlanıyorum!	1059866	Naprawdę go lubię!
1060136	Ölen annem hakkında sıkça düşünüyorum.	362005	Często myślę o mojej zmarłej matce.
1060137	Sen bir katilsin.	744209	Jesteś mordercą.
1060138	O, geçen ay Ann ile evlendi.	1059852	Ożenił się z Ann w zeszłym miesiącu.
1060141	Gaspı önlemek için, bütün taşınabilen bagajlar dikkatle incelenir.	1059851	Aby zapobiegać porwanion, każdy bagaż ręczny jest dokładnie sprawdzany.
1060797	Augusto benim en sevgili oğlum.	1060714	Augusto jest moim najukochańszym synem.
1060798	Onun hayatı sorun dolu.	1060713	Jego życie jest pełne problemów.
1060799	Bay Jones ofiste mi?	1060710	Czy Pan Jones jest w biurze?
1060800	Gelecekte bir pilot olmak istiyorum.	723819	W przyszłości chciałbym zostać pilotem.
1060801	Telefon numaran ne?	529721	Jaki jest twój numer telefonu?
1060802	Sen bir öğretmensin.	1060705	Jesteś nauczycielem.
1060803	Şimdi gitmek zorundayım.	359794	Muszę już iść.
1060804	Beni buraya yalnız başıma getirttiler.	1060712	Kazali mi tam iść samemu.
1060805	Her elma kırmızıdır.	1060708	Każde jabłko jest czerwone.
1060807	Komite beş bölüme ayrılmıştı.	1060709	Komitet był podzielony na pięć sekcji.
1060809	Bir saatte geri döneceğim.	1060703	Wrócę za godzinę.
1060810	O, zaten evlendi.	1060701	Ona jest już mężatką.
1060811	Gitme.	1060700	Nie odchodź.
1060812	Onu hastanenin içerisine aldılar.	1060696	Przyjęli ją do szpitala.
1060813	Mozart öleli 200 yıl oldu.	1060691	Minęło 200 lat od śmierci Mozarta.
1060814	Satrancın nasıl oynanacağını biliyor musun?	1060690	Wiesz, jak się gra w szachy?
1060816	İnsan hakları kavramının açık bir tanımına ihtiyacımız var.	1060683	Potrzebujemy jasnej definicji koncepcji praw człowieka.
1060817	O, Japonya'ya çocuk olarak geldi.	1060681	Przybył do Japonii jako dziecko.
1062574	Apandisitim var.	1021815	Mam zapalenie wyrostka robaczkowego.
1062582	"Nasıl gitti?" "Onun akut apandisit olduğunu söylediler."	1021813	"Jak poszło?" "Mówili, że to było ostre zapalenie wyrostka robaczkowego."
1062583	Bana kitabı ver.	560179	Daj mi tę książkę.
1064488	Evrende bir sürü galaksi vardır.	527584	Jest wiele galaktyk we wszechświecie.
1064489	Evrende birçok gökada var.	527584	Jest wiele galaktyk we wszechświecie.
1068915	Bu yol istasyona götürür.	526352	Droga prowadzi do stacji.
1074601	O, yirminin üzerinde olamaz.	2269727	Ona nie może mieć więcej niż dwadzieścia lat.
1083412	Masanın üzerinde bir kedi var mı?	1132923	Czy na stole jest kot?
1102859	Oğluna büyük bir servet bıraktı.	1357235	Zostawił ogromną fortunę synowi.
1131503	O yabancı ülkelerde seyahat etti.	511578	Podróżowała za granicę.
1144183	O çalışmak için çok yorgun.	461001	Jest zbyt zmęczony, by się uczyć.
1147929	Selam, nasılsın?	349418	Cześć, jak się masz?
1175066	Dün caddede Mary'ye rastladım.	1931417	Wczoraj spotkałem na ulicy Mary.
1212131	Niçin gitmek istediğini anlamak zor.	3064041	Trudno jest zrozumieć, czemu chcesz iść.
1216548	O kediler hakkında deli oluyor.	869654	On ma fioła na punkcie kotów.
1220329	Hangi çocuk Masao?	875550	Który chłopiec to Masao?
1220330	Şimdilik amcamla birlikte kalıyorum fakat daha sonra küçük bir apartman dairesine taşınacağım.	875551	Póki co mieszkam z wujkiem, ale później wyprowadzę się do jakiegoś małego mieszkania.
1222200	Ödül parası dünya gezisine gitmeme olanak sağladı.	3168800	Pieniądze z nagrody umożliwiły mi podróż po świecie.
1255778	Bugün hava bulutlu.	535161	Dzisiaj jest pochmurno.
1270000	Ben bisikletle dışarı gittim.	1361728	Pojechałem rowerem.
1282778	Günaydın!	403047	Dzień dobry!
1283291	O hiperaktif.	982561	Jest nadaktywna.
1287440	Bir çatal kayıp.	440319	Nie ma widelca.
1287446	Bu sandalyeyi nasıl tamir edebilirim?	924606	Chciałbym zwrócić krzesło.
1287547	Caddede yüzlerce araba vardı.	411575	Na ulicy było kilkaset samochodów.
1287581	Japonya'ya geri döndü.	837211	Wrócił do Japonii.
1289222	Babam işe arabayla gider.	357637	Ojciec jeździ do pracy samochodem.
1290066	Evimin karşısında bir kitapçı var.	349993	Przed moim domem jest księgarnia.
1290143	İlaç ona çok iyi geldi.	945807	To lekarstwo zdziałało u niego cuda.
1301001	O derin bir uykuya daldı.	1361695	Zapadł w głęboki sen.
1314585	O, iyi biridir.	349156	To dobry człowiek.
1326480	Bu kitabı daha ucuza aldım.	951178	Kupiłem tę książkę taniej.
1354573	Onu kendim için yargılamak zorunda kaldım.	1354636	Sam muszę to ocenić.
1354579	Mümkün olduğu kadar çok çalıştım.	1354634	Pracowałem jak najciężej.
1370871	İngilizce konuşmak zordur.	1896046	Angielski w mowie jest trudny.
1459344	E-posta yazmak için çok zaman harcıyor musun?	2289916	Ile czasu zajmuje ci napisanie maila?
1480212	Okul olanaklarımız yabancı öğrenciler için yetersizdir.	3168801	Możliwości naszej szkoły są niewystarczające dla zagranicznych studentów.
1521578	Hiç sabrım yoktur.	352640	Nie mam cierpliwości.
1615698	Senden başka hiç kimse beni mutlu edemez.	1452366	Nikt poza Tobą nie może mnie uszczęśliwić.
1982664	Zengin olmak acaba nasıl bir şey?	972869	Ciekawe, jak to jest być bogatym.
2001488	Bu Latince mi?	2391328	Czy to łacina?
2009550	Eliza ağlıyor.	1357097	Eliza płacze.
2027858	Bunu okuyamam.	2704345	Nie mogę tego przeczytać.
2030423	O kötü bir fikirdi.	2801362	To był zły pomysł.
2050928	Kadınlar çayı sever.	2413008	Kobiety uwielbiają herbatę.
2069527	Bu iyi bir anlaşma.	1006965	To dobry interes.
2118091	Ben bir şey beğenmiyorum.	632334	Nic mi się nie podoba.
2145950	Beş ile üçün toplamı sekize eşittir.	2145941	Pięć plus trzy równa się osiem.
2148466	O benim hatam, senin değil.	2147786	To moja wina, nie twoja.
2163722	Atom enerjisi pahalı ve tehlikeli.	2364557	Energia jądrowa jest droga i niebezpieczna.
2166305	İki teori arasında çok büyük bir fark vardır.	818773	Między tymi dwiema teoriami jest olbrzymia różnica.
2183175	Önyargıları yok etmek atom çekirdeğini parçalamaktan daha zordur	2183173	Uprzedzenie trudniej jest rozbić niż atom
2183181	Kapıyı çaldı	542052	Zapukał do drzwi.
2183183	Ne kadar hızlı yüzüyor	525096	Jak ona szybko pływa!
2183187	Dış görünüşe göre yargılamamalısın.	1573067	Nie powinieneś oceniać po wyglądzie.
2197068	Zil çalar çalmaz öğretmen sınıfa girdi.	1116223	Jak tylko zadzwonił dzwonek, nauczyciel wszedł do klasy.
2307822	Yunanca kolay bir dil değildir.	826692	Grecki nie jest łatwym językiem.
2434778	Lütfen cevapları yazınız.	2427670	Proszę napisać opowiedzi.
2435547	O benim öğretmenimdir.	1827174	On jest moim nauczycielem.
2469624	Tom'a ev ödevini e-posta gönderdim.	3452695	Wysłałem Tomowi jego pracę domową e-mailem.
2580745	Türkiye'de hiç bulunmadım.	2587196	Nigdy nie byłem w Turcji.
2602660	Dağlarda bir evim var.	2242340	Mam domek w górach.
2680459	Mallorca güzel bir adadır.	2678390	Majorka to piękna wyspa.
2714956	Şu anda kar yağıyor.	3051141	Teraz pada śnieg.
1479809	Şimdi kar yağıyor.	3051141	Teraz pada śnieg.
2764244	Hey sen, kapa çeneni!	524092	Hey ty, zamknij się!
2767111	Bu programın hem indirme hem de yükleme olanakları vardır.	3168802	Ten program dostarcza zarówno możliwość pobierania jak i ładowania danych.
2767492	Los Angeles Amerika'daki ikinci en büyük kent.	1046567	Los Angeles jest drugim największym miastem w Stanach Zjednoczonych.
2770444	Önceden babasına ait olan sıraya bakıyordu.	366278	On spogląda na coś, co kiedyś było biurkiem ojca.
2770460	Beni almaya geliyor musun?	2770451	Przyjdziesz po mnie?
2770471	Hiç şansın olmayacak.	2770468	Nie ma szans.
2770473	Seni orada gördüm.	2770470	Widziałem Ciebie tam.
2770477	Kilo vermekte sorun yaşıyor musun?	2770465	Czy masz problem ze zrzuceniem wagi ?
2770513	Taşınıp kendi için bir yer bulmak istiyor.	2770497	Ona chce się wyprowadzić i znaleźć swoje własne miejsce.
2898586	Bahsi kaybettim.	3452662	Przegrałem zakład.
2929049	Bu dünya benim evim değildir.	2939762	Ten świat nie jest moim domem.
779334	Bu doğru değil.	2939768	To jest błędne.
1685764	Tom aynada kendine baktı.	3545531	Tom patrzył na siebie w lustrze.
3223862	Yaşını gizli tutuyor.	3452379	Utrzymuje swój wiek w tajemnicy.
3282669	Bu akşam televizyon izleyebilir miyim?	401161	Czy mogę dziś wieczorem oglądać telewizję?
3361339	Bill Gates, Microsoft'un kurucusudur.	1591133	Bill Gates jest założycielem Microsoftu.
3389807	Sonunda ortaokuldan mezun oldu.	362885	Wreszcie skończyłem gimnazjum.
3389859	Her sabah 7'de kahvaltı yaparım.	359770	Jem śniadanie codziennie o siódmej.
3390266	O filmi çok sıkıcı buldu.	760353	Uznał ten film za wyjątkowo nudny.
3409904	Dün gerçekten çok güzel bir şarkı dinledim.	3409911	Wczoraj słuchałem naprawdę cudownej piosenki.
3422912	Sonunda kendi arabam var.	3545532	W końcu mam własny samochód.
3565781	Akıllı bir adam bu şekilde hareket etmezdi.	582159	Mądry człowiek nie postąpiłby w ten sposób.
3570091	Ne yapmayı seversin?	1003163	Co lubisz robić?
1477648	Hava çok güzel.	3629775	Pogoda jest bardzo ładna.
2690251	Tom gitmek istemiyor.	3629772	Tom nie chce iść.
3627556	Parkta kimse yoktu.	3633660	W parku nie było nikogo.
2137943	Çorba çok tuzlu.	3629769	Zupa jest bardzo słona.
1084637	Bu yiyecek çok tuzlu.	3629768	To jedzenie jest bardzo słone.
3627761	Çorba çok tuzlu ve kötü.	3629767	Zupa jest bardzo słona i niedobra.
3627862	Tom benim raporumu bekliyor.	3629765	Tom czeka na moje sprawozdanie.
3628128	Hiç kimse beni dinlemiyor.	3629760	Nikt mnie nie słucha.
3628830	Hediye için teşekkür etti.	3629759	Podziękował za prezent.
3629023	O çok sıcak. Ona dokunma.	3634065	To jest bardzo gorące. Nie dotykaj tego.
1997064	Tom'a sor.	3629757	Zapytaj Toma.
3630102	Yaşamak için sadece altı ayı var.	3634061	Zostało jej tylko sześć miesięcy życia.
3630506	Tom köpeğine bir kemik verdi.	3630938	Tom dał swojemu psu kość.
3630509	Aşk affetmez.	3630937	Miłość nie przebacza.
3630548	O yumuşak.	3630935	To jest miękkie.
3630550	Tom emekli.	3630934	Tom jest na emeryturze.
3630553	Bu sadece bir oyun.	3630933	To tylko gra.
3630558	Tom Mary'ye kızgın değil.	3630931	Tom nie jest wściekły na Mary.
3630567	Tom listeyi kontrol etti.	3630930	Tom sprawdził listę.
3630568	Tom çok yaşam dolu.	3630929	Tom jest pełen życia.
3630578	Tom kötü bir çocuk değil.	3630928	Tom nie jest złym dzieckiem.
3630581	Tom tembel bir çocuk.	3630927	Tom jest leniwym dzieckiem.
3630593	Bunu anlıyor musun?	3630926	Rozumiesz to?
3630605	O güzel bir oteldi.	3630925	To był ładny hotel.
3630662	Bu evde on bir oda vardır.	3630990	W tym domu jest jedenaście pokoi.
3630664	Bu fotoğrafa bak.	3630924	Spójrz na to zdjęcie.
3630717	Tom müziği çok sever.	3630922	Tom bardzo lubi muzykę.
3630719	Tom tembeldi.	3630921	Tom był leniwy.
3630740	Tom atına bindi.	3630919	Tom wsiadł na konia.
3630745	Tom evde dinleniyor.	3630918	Tom odpoczywa w domu.
3630747	Tom evden uzakta.	3630916	Tom jest daleko od domu.
3630769	Tom yardım etmeyecek.	3630915	Tom nie pomoże.
3630774	Tom çalışkandı.	3630914	Tom był bardzo pracowity.
1261678	Onun yanına oturdu.	981002	Usiadł obok niej.
1261678	Onun yanına oturdu.	3633744	Usiadła obok niej.
1261678	Onun yanına oturdu.	3633745	Usiadł obok niego.
3631210	Sen kadınsın.	2693135	Jesteś kobietą.
1492299	Başım gerçekten ağrıyor.	3634051	Naprawdę boli mnie głowa.
2628224	Çok yakışıklısın.	3633731	Jesteś bardzo przystojny.
3632097	Tom bir hamburger yedi.	3633730	Tom zjadł hamburgera.
3632104	Tom'un çok kısa saçı var.	3633729	Tom ma bardzo krótkie włosy.
3632106	Tom spor salonuna gitti.	3633728	Tom poszedł do siłowni.
3632124	Tom hiç utangaç değil.	3634047	Tom wcale nie jest nieśmiały.
3632380	O bir sincap mıydı?	3633725	Czy to była wiewiórka?
2080458	Toplantı nasıl geçti?	3633724	Jak poszło spotkanie?
3632735	Tom iyi bir adam.	3633723	Tom to dobry człowiek.
3632762	Tom dedikodu yapmayı seviyor.	3633722	Tom lubi plotkować.
3632773	O şaka komikti.	3633720	Ten żart był śmieszny.
2500810	Tom aptal değil.	3500000	Tom nie jest głupi.
3632802	O uzun bir uçuştu.	3633716	To był długi lot.
2061125	O senin hatan değil.	3633714	To nie twoja wina.
3480272	Tom sınavı geçti.	3633712	Tom zdał egzamin.
3632831	Tom her şeyi duydu.	3633711	Tom wszystko słyszał.
3632839	Motoru kapatın.	3633710	Wyłącz silnik.
3632840	Tom enerji dolu.	3633707	Tom jest pełen energii.
3632858	Bu çok çok kolaydı.	3633704	To było zbyt proste.
3632863	Tom bir taksi şoförü.	3633702	Tom jest taksówkarzem.
1271777	Tom köpeklerden korkar.	3633701	Tom boi się psów.
3632893	Tom bir doktor çağırdı.	3633700	Tom wezwał lekarza.
3632928	Tom dans etmek istedi.	3633697	Tom chciał zatańczyć.
3632929	Tom dans etmeyi sever.	3633696	Tom uwielbia tańczyć.
2598831	Tom dans etmeye başladı.	3633695	Tom zaczął tańczyć.
3633002	Bana biraz kahve yap.	3633692	Zrób mi trochę kawy.
2525871	Bu iyi kahve.	3633691	To dobra kawa.
3633014	Mağaza kapalı.	3633690	Sklep jest zamknięty.
3633039	Tom arabayı yıkıyor.	3633688	Tom myje samochód.
3633050	Tom Mary'ye bir kek pişirdi.	3633685	Tom upiekł dla Mary ciasto.
3633067	Tom meşgul görünmeye çalıştı.	3633683	Tom próbował wyglądać na zajętego.
3633336	Kyoto çok güzel bir şehir.	3633681	Kioto jest pięknym miastem.
3633336	Kyoto çok güzel bir şehir.	3633682	Kioto to piękne miasto.
1060150	Bu bir oyuncak değil!	969087	To nie jest zabawka!
3136916	Bu odada hiç sandalye yok.	901493	W tym pokoju nie ma krzeseł.
2670230	Okula gitmek istemiyorum.	599726	Nie chcę iść do szkoły.
2670230	Okula gitmek istemiyorum.	3633678	Nie chcę chodzić do szkoły.
3648967	Suyunuz var.	3649536	Wy macie wodę.
3648967	Suyunuz var.	3649539	Pani ma wodę.
3648967	Suyunuz var.	3649540	Pan ma wodę.
3648967	Suyunuz var.	3649541	Państwo mają wodę.
3648968	Senin suyun var.	3649531	Ty masz wodę.
3740413	Japonya'dan geri geldin mi?	3632663	Wróciłeś już z Japonii?
3740644	Bunu onlar başlattı.	3740684	Oni to zaczęli.
3740641	Sakin ol artık!	3740686	Uspokój się w końcu.
3740639	Sakin olmak zorundasın.	3740688	Musisz się uspokoić.
3740633	Neden uyumuyor?	3740691	Dlaczego on nie śpi?
3740614	Burada İngilizce konuşuyoruz.	3740694	Rozmawiamy tutaj po angielsku.
3740609	Gidelim hadi buradan!	3740698	Chodźcie, idziemy stąd!
3740339	Neden buraya taşındınız?	3740700	Dlaczego się tutaj przeprowadziliście?
3740338	Ne zamandır burada oturuyorsunuz?	3740702	Jak długo tutaj mieszkacie?
3740331	Bunu görmen lazım.	10584631	Musisz to zobaczyć.
3740330	Sana inanmak zor.	3740708	Ciężko ci uwierzyć.
3740328	Gerçekten çok ilginçti.	3740710	To było naprawdę bardzo interesujące.
3740327	Bunu beğendim.	3740712	Podobało mi się to.
3740322	Birbirinize ne yaptınız?	3740718	Co zrobiliście sobie nawzajem?
3740321	Birbirimize ne yaptık?	3740719	Co zrobiliśmy sobie nawzajem?
3740314	Beni yalnız bırakır mısın?	3740724	Mógłbyś zostawić mnie samą?
3740314	Beni yalnız bırakır mısın?	3740725	Mogłabyś zostawić mnie samego?
3734220	Seni tanıyor gibiyim.	3740728	Skądś Cię znam.
3741028	Bir damla zehir 160 insanı öldürmeye yeter.	3741037	Jedna kropla trucizny wystarczy, aby zatruć 160 osób.
2959929	Benimle dışarıya gel.	3741046	Chodź ze mną na zewnątrz.
